WOOL_BLACK;黑色羊毛;black wool;黒色の羊毛;검은색 양모;Lana negra;Laine noire;Schwarze Wolle;Чёрная шерсть;काला ऊन;Len đen;ขนสัตว์สีดำ
WOOL_BLUE;蓝色羊毛;blue wool;青色の羊毛;파란색 양모;Lana azul;Laine bleue;Blaue Wolle;Синяя шерсть;नीला ऊन;Len xanh;ขนสัตว์สีน้ำเงิน
WOOL_BROWN;棕色羊毛;brown wool;茶色の羊毛;갈색 양모;Lana marrón;Laine marron;Braune Wolle;Коричневая шерсть;भूरा ऊन;Len nâu;ขนสัตว์สีน้ำตาล
WOOL_CYAN;青色羊毛;cyan wool;青緑色の羊毛;청록색 양모;Lana cian;Laine cyan;Türkise Wolle;Бирюзовая шерсть;सियान ऊन;Len xanh ngọc;ขนสัตว์สีฟ้าอมเขียว
WOOL_GRAY;灰色羊毛;gray wool;灰色の羊毛;회색 양모;Lana gris;Laine grise;Graue Wolle;Серая шерсть;स्लेटी ऊन;Len xám;ขนสัตว์สีเทา
WOOL_GREEN;绿色羊毛;green wool;緑色の羊毛;초록색 양모;Lana verde;Laine verte;Grüne Wolle;Зелёная шерсть;हरा ऊन;Len xanh lá;ขนสัตว์สีเขียว
WOOL_LIGHT_BLUE;淡蓝色羊毛;light blue wool;空色の羊毛;하늘색 양모;Lana azul claro;Laine bleu clair;Hellblaue Wolle;Голубая шерсть;हल्का नीला ऊन;Len xanh nhạt;ขนสัตว์สีฟ้าอ่อน
WOOL_LIGHT_GRAY;淡灰色羊毛;light gray wool;薄灰色の羊毛;밝은 회색 양모;Lana gris claro;Laine gris clair;Hellgraue Wolle;Светло-серая шерсть;हल्का स्लेटी ऊन;Len xám nhạt;ขนสัตว์สีเทาอ่อน
WOOL_LIME;黄绿色羊毛;lime wool;黄緑色の羊毛;연두색 양모;Lana lima;Laine lime;Hellgrüne Wolle;Лаймовая шерсть;चूने का ऊन;Len xanh chanh;ขนสัตว์สีเขียวเหลือง
WOOL_MAGENTA;品红色羊毛;magenta wool;赤紫色の羊毛;자홍색 양모;Lana magenta;Laine magenta;Magenta Wolle;Пурпурная шерсть;मैजेंटा ऊन;Len đỏ tía;ขนสัตว์สีม่วงแดง
WOOL_ORANGE;橙色羊毛;orange wool;橙色の羊毛;주황색 양모;Lana naranja;Laine orange;Orange Wolle;Оранжевая шерсть;नारंगी ऊन;Len cam;ขนสัตว์สีส้ม
WOOL_PINK;粉色羊毛;pink wool;桃色の羊毛;분홍색 양모;Lana rosa;Laine rose;Rosa Wolle;Розовая шерсть;गुलाबी ऊन;Len hồng;ขนสัตว์สีชมพู
WOOL_PURPLE;紫色羊毛;purple wool;紫色の羊毛;보라색 양모;lana morada;laine violette;viole Wolle;фиолетовая шерсть;बैंगनी ऊन;len màu tím;ขนสัตว์สีม่วง
WOOL_RED;红色羊毛;red wool;赤色の羊毛;빨간색 양모;lana roja;laine rouge;rote Wolle;красная шерсть;लाल ऊन;len màu đỏ;ขนสัตว์สีแดง
WOOL_WHITE;白色羊毛;white wool;白色の羊毛;하얀색 양모;lana blanca;laine blanche;weiße Wolle;белая шерсть;सफेद ऊन;len trắng;ขนสัตว์สีขาว
WOOL_YELLOW;黄色羊毛;yellow wool;黄色の羊毛;노란색 양모;lana amarilla;laine jaune;gelbe Wolle;жёлтая шерсть;पीला ऊन;len vàng;ขนสัตว์สีเหลือง
SIGN;告示牌;sign;看板;표지판;cartel;panneau;Schild;табличка;साइन;biển báo;ป้าย
SEEDS_WHEAT;小麦种子;wheat seeds;小麦の種子;밀 씨앗;semillas de trigo;graines de blé;Weizensamen;семена пшеницы;गेहूं के बीज;hạt lúa mì;เมล็ดข้าวสาลี
BEEF_RAW;生牛肉;raw beef;生の牛肉;생 소고기;carne cruda;viande crue;rohes Rindfleisch;сырая говядина;कच्चा गोमांस;thịt bò sống;เนื้อดิบ
CHICKEN_RAW;生鸡肉;raw chicken;生の鶏肉;생 닭고기;pollo crudo;poulet cru;rohes Huhn;сырая курица;कच्चा चिकन;thịt gà sống;เนื้อไก่ดิบ
PORKCHOP_RAW;生猪排;raw pork chop;生のポークチョップ;생 돼지고기;chuleta de cerdo cruda;côte de porc crue;rohes Schweinekotelett;сырая свиная отбивная;कच्चा पोर्क;thịt lợn sống;เนื้อหมูดิบ
STICK;木棍;stick;棒;막대기;palito;bâton;Stock;палка;छड़ी;gậy;ไม้
FEATHER;羽毛;feather;羽根;깃털;pluma;plume;Feder;перо;पंख;lông vũ;ขนนก
COAL;煤炭;coal;石炭;석탄;carbón;charbon;Kohle;уголь;कोयला;than đá;ถ่าน
IRON_INGOT;铁锭;iron ingot;鉄インゴット;철괴;lingote de hierro;lingot de fer;Eisenbarren;железный слиток;लोहे की ईंट;thỏi sắt;แท่งเหล็ก
GOLD_INGOT;金锭;gold ingot;金インゴット;금괴;lingote de oro;lingot d'or;Goldbarren;золотой слиток;सोने की ईंट;thỏi vàng;แท่งทอง
DIAMOND;钻石;diamond;ダイヤモンド;다이아몬드;diamante;diamant;Diamant;алмаз;हीरा;kim cương;เพชร
WOOD_SWORD;木剑;wood sword;木の剣;나무 검;espada de madera;épée en bois;Holzschwert;деревянный меч;लकड़ी की तलवार;kiếm gỗ;ดาบไม้
STONE_SWORD;石剑;stone sword;石の剣;돌 검;espada de piedra;épée en pierre;Steinschwert;каменный меч;पत्थर की तलवार;kiếm đá;ดาบหิน
IRON_SWORD;铁剑;iron sword;鉄の剣;철 검;espada de hierro;épée en fer;Eisenschwert;железный меч;लोहे की तलवार;kiếm sắt;ดาบเหล็ก
GOLD_SWORD;金剑;gold sword;金の剣;금 검;espada de oro;épée en or;Goldschwert;золотой меч;सोने की तलवार;kiếm vàng;ดาบทอง
DIAMOND_SWORD;钻石剑;diamond sword;ダイヤモンドの剣;다이아몬드 검;espada de diamante;épée en diamant;Diamantschwert;алмазный меч;हीरे की तलवार;kiếm kim cương;ดาบเพชร
WOOD_PICKAXE;木镐;wood pickaxe;木のツルハシ;나무 곡괭이;pico de madera;pioche en bois;Holzspitzhacke;деревянная кирка;लकड़ी का कुदाल;cuốc chim gỗ;อีเต้อไม้
STONE_PICKAXE;石镐;stone pickaxe;石のツルハシ;돌 곡괭이;pico de piedra;pioche en pierre;Steinspitzhacke;каменная кирка;पत्थर का कुदाल;cuốc chim đá;อีเต้อหิน
IRON_PICKAXE;铁镐;iron pickaxe;鉄のツルハシ;철 곡괭이;pico de hierro;pioche en fer;Eisenspitzhacke;железная кирка;लोहे का कुदाल;cuốc chim sắt;อีเต้อเหล็ก
GOLD_PICKAXE;金镐;gold pickaxe;金のツルハシ;금 곡괭이;pico de oro;pioche en or;Goldspitzhacke;золотая кирка;सोने का कुदाल;cuốc chim vàng;อีเต้อทอง
DIAMOND_PICKAXE;钻石镐;diamond pickaxe;ダイヤモンドのツルハシ;다이아몬드 곡괭이;pico de diamante;pioche en diamant;Diamantspitzhacke;алмазная кирка;हीरे का कुदाल;cuốc chim kim cương;อีเต้อเพชร
WOOD_AXE;木斧;wood axe;木の斧;나무 도끼;hacha de madera;hache en bois;Holzaxt;деревянный топор;लकड़ी की कुल्हाड़ी;rìu gỗ;ขวานไม้
STONE_AXE;石斧;stone axe;石の斧;돌 도끼;hacha de piedra;hache en pierre;Steinaxt;каменный топор;पत्थर की कुल्हाड़ी;rìu đá;ขวานหิน
IRON_AXE;铁斧;iron axe;鉄の斧;철 도끼;hacha de hierro;hache en fer;Eisenaxt;железный топор;लोहे की कुल्हाड़ी;rìu sắt;ขวานเหล็ก
GOLD_AXE;金斧;gold axe;金の斧;금 도끼;hacha de oro;hache en or;Goldaxt;золотой топор;सोने की कुल्हाड़ी;rìu vàng;ขวานทอง
DIAMOND_AXE;钻石斧;diamond axe;ダイヤモンドの斧;다이아몬드 도끼;hacha de diamante;hache en diamant;Diamantaxt;алмазный топор;हीरे की कुल्हाड़ी;rìu kim cương;ขวานเพชร
WOOD_SHOVEL;木锹;wood shovel;木のシャベル;나무 삽;pala de madera;pellete en bois;Holzschaufel;деревянная лопата;लकड़ी का फावड़ा;xẻng gỗ;พลั่วไม้
STONE_SHOVEL;石锹;stone shovel;石のシャベル;돌 삽;pala de piedra;pellete en pierre;Steinschaufel;каменная лопата;पत्थर का फावड़ा;xẻng đá;พลั่วหิน
IRON_SHOVEL;铁锹;iron shovel;鉄のシャベル;철 삽;pala de hierro;pellete en fer;Eisenschaufel;железная лопата;लोहे का फावड़ा;xẻng sắt;พลั่วเหล็ก
GOLD_SHOVEL;金锹;gold shovel;金のシャベル;금 삽;pala de oro;pellete en or;Goldschaufel;золотая лопата;सोने का फावड़ा;xẻng vàng;พลั่วทอง
DIAMOND_SHOVEL;钻石锹;diamond shovel;ダイヤモンドのシャベル;다이아몬드 삽;pala de diamante;pellete en diamant;Diamantschaufel;алмазная лопата;हीरे का फावड़ा;xẻng kim cương;พลั่วเพชร
WOOD_HOE;木锄;wood hoe;木のクワ;나무 괭이;azada de madera;houe en bois;Holzhacke;деревянная мотыга;लकड़ी का कुदाल;cuốc gỗ;จอบไม้
STONE_HOE;石锄;stone hoe;石のクワ;돌 괭이;azada de piedra;houe en pierre;Steinhacke;каменная мотыга;पत्थर का कुदाल;cuốc đá;จอบหิน
IRON_HOE;铁锄;iron hoe;鉄のクワ;철 괭이;azada de hierro;houe en fer;Eisenhacke;железная мотыга;लोहे का कुदाल;cuốc sắt;จอบเหล็ก
GOLD_HOE;金锄;gold hoe;金のクワ;금 괭이;azada de oro;houe en or;Goldhacke;золотая мотыга;सोने का कुदाल;cuốc vàng;จอบทอง
DIAMOND_HOE;钻石锄;diamond hoe;ダイヤモンドのクワ;다이아몬드 괭이;azada de diamante;houe en diamant;Diamanthacke;алмазная мотыга;हीरे का कुदाल;cuốc kim cương;จอบเพชร
BOW;弓;bow;弓;활;arco;arc;Bogen;лук;धनुष;cung;คันธนู
BONE;骨头;bone;骨;뼈;hueso;os;Knochen;кость;हड्डी;xương;กระดูก
WHEAT;小麦;wheat;小麦;밀;trigo;blé;Weizen;пшеница;गेहूं;lúa mì;ข้าวสาลี
BREAD;面包;bread;パン;빵;pan;pain;Brot;хлеб;रोटी;bánh mì;ขนมปัง
MELON_SLICE;西瓜片;melon slice;スイカの薄切り;수박 조각;rodaja de melón;tranche de melon;Melonenscheibe;ломтик арбуза;तरबूज का टुकड़ा;miếng dưa hấu;แตงโมหั่น
APPLE;苹果;apple;リンゴ;사과;manzana;pomme;Apfel;яблоко;सेब;táo;แอปเปิ้ล
FLINT;燧石;flint;火打石;부싯돌;pedernal;silex;Feuerstein;кремень;चकमक पत्थर;đá lửa;หินเหล็กไฟ
ARROW;箭;arrow;矢;화살;flecha;flèche;Pfeil;стрела;तीर;mũi tên;ลูกศร
ROTTEN_FLESH;腐肉;rotten flesh;腐った肉;썩은 살점;carne podrida;chair putride;verfaultes Fleisch;гнилая плоть;सड़ा हुआ मांस;thịt thối;เนื้อเน่า
PIG_SPAWN_EGG;猪刷怪蛋;pig spawn egg;豚のスポーンエッグ;돼지 생성 알;huevo de cerdo;œuf d'apparition de cochon;Schweine-Spawn-Ei;яйцо призыва свиньи;सुअर स्पॉन अंडा;trứng sinh lợn;ไข่เสกหมู
COW_SPAWN_EGG;牛刷怪蛋;cow spawn egg;牛のスポーンエッグ;소 생성 알;huevo de vaca;œuf d'apparition de vache;Kuh-Spawn-Ei;яйцо призыва коровы;गाय स्पॉन अंडा;trứng sinh bò;ไข่เสกวัว
SHEEP_SPAWN_EGG;羊刷怪蛋;sheep spawn egg;羊のスポーンエッグ;양 생성 알;huevo de oveja;œuf d'apparition de mouton;Schaf-Spawn-Ei;яйцо призыва овцы;भेड़ स्पॉन अंडा;trứng sinh cừu;ไข่เสกแกะ
CHICKEN_SPAWN_EGG;鸡刷怪蛋;chicken spawn egg;鶏のスポーンエッグ;닭 생성 알;huevo de pollo;œuf d'apparition de poulet;Huhn-Spawn-Ei;яйцо призыва курицы;मुर्गी स्पॉन अंडा;trứng sinh gà;ไข่เสกไก่
ZOMBIE_SPAWN_EGG;僵尸刷怪蛋;zombie spawn egg;ゾンビのスポーンエッグ;좀비 생성 알;huevo de zombi;œuf d'apparition de zombie;Zombie-Spawn-Ei;яйцо призыва зомби;ज़ोंबी स्पॉन अंडा;trứng sinh thây ma;ไข่เสกซอมบี้
SKELETON_SPAWN_EGG;骷髅刷怪蛋;skeleton spawn egg;スケルトンのスポーンエッグ;스켈레톤 생성 알;huevo de esqueleto;œuf d'apparition de squelette;Skelett-Spawn-Ei;яйцо призыва скелета;कंकाल स्पॉन अंडा;trứng sinh bộ xương;ไข่เสกโครงกระดูก
DEATH_FALL;落地过猛;hit the ground too hard;落下ダメージ;추락 피해;golpeó el suelo muy fuerte;a heurté le sol trop violemment;prallte zu hart auf dem Boden auf;упал с большой высоты;बहुत जोर से जमीन पर गिरा;rơi quá mạnh;ตกแรงเกินไป
DEATH_STARVE;饿死了;starved to death;餓死;아사;murió de hambre;mort de faim;verhungerte;умер от голода;भूख से मर गया;chết đói;อดอาหารตาย
DEATH_FIRE;浴火焚身;went up in flames;炎上;불타 죽음;se incendió;a pris feu;ging in Flammen auf;сгорел заживо;आग में जलकर मर गया;bị thiêu cháy;ถูกไฟไหม้ตาย
DEATH_PLAYER_KILL_1;被;was slain by;に殺された;에게 살해당함;fue asesinado por;a été tué par;wurde getötet von;был убит;द्वारा मारा गया;bị giết bởi;ถูกฆ่าโดย
DEATH_PLAYER_KILL_2;杀死了;;が殺した;가 살해함;asesinó a;a tué;tötete;убил;ने मार डाला;đã giết;ฆ่า
DEATH_PLAYER_ARROW_KILL_1;被;was shot by;に射殺された;에게 화살에 맞아 죽음;fue disparado por;a été abattu par;wurde erschossen von;был застрелен;द्वारा गोली मार दी गई;bị bắn bởi;ถูกยิงโดย
DEATH_PLAYER_ARROW_KILL_2;射杀了;;が射殺した;가 화살로 살해함;disparó a;a abattu;erschoss;застрелил;ने गोली मार दी;đã bắn;ยิง
DEATH_SKELETON_ARROW_KILL;被骷髅射杀了;was shot by skeleton;スケルトンに射殺された;스켈레톤에게 화살에 맞아 죽음;fue disparado por un esqueleto;a été abattu par un squelette;wurde von einem Skelett erschossen;был застрелен скелетом;कंकाल द्वारा गोली मार दी गई;bị bộ xương bắn;ถูกโครงกระดูกยิง
DEATH_ZOMBIE_KILL;被僵尸吃掉了脑子;'s brain was eaten by zombies;ゾンビに脳を食べられた;좀비에게 뇌를 먹힘;tuvo su cerebro comido por zombis;s'est fait manger le cerveau par des zombies;'s Gehirn wurde von Zombies gefressen;мозг был съеден зомби;ज़ोंबी ने दिमाग खा लिया;bị thây ma ăn não;สมองถูกซอมบี้กิน
ACHIEVEMENT_GET;获得成就！;Achievement get!;実績獲得！;업적 달성！;¡Logro conseguido!;Succès obtenu !;Erfolg errungen!;Достижение получено!;उपलब्धि प्राप्त!;Đạt thành tựu!;ได้รับความสำเร็จ!
TAKING_INVENTORY;打开物品栏;Taking Inventory;インベントリを開く;인벤토리 열기;Abrir inventario;Ouvrir l'inventaire;Inventar öffnen;Открытие инвентаря;इन्वेंटरी खोलें;Mở kho đồ;เปิดกระเป๋า
GETTING_WOOD;获得木头;Getting Wood;木材を入手;나무 획득;Conseguir madera;Obtenir du bois;Holz bekommen;Получение дерева;लकड़ी प्राप्त करना;Lấy gỗ;ได้ไม้
BENCHMAKING;制作工作台;Benchmaking;作業台を作成;작업대 제작;Fabricar mesa de trabajo;Fabriquer un établi;Werkbank herstellen;Создание верстака;कार्यक्षेत्र बनाना;Chế tạo bàn chế tạo;สร้างโต๊ะงาน
TIME_TO_MINE!;采矿时间到！;Time to Mine!;採掘の時間！;채광 시간!;¡Hora de minar!;Temps de minerai!;Bergbau-Zeit!;Время добычи!;खनन का समय!;Đến giờ đào mỏ!;ถึงเวลาเหมืองแร่!
GETTING_AN_UPGRADE;获得升级;Getting an Upgrade;アップグレードを入手;업그레이드 획득;Obtener mejora;Obtenir une amélioration;Upgrade bekommen;Получение улучшения;उन्नयन प्राप्त करना;Nhận nâng cấp;ได้รับอัปเกรด
ACQUIRE_HARDWARE;来硬的;Acquire Hardware;ハードウェアを入手;하드웨어 획득;Obtener hardware;Obtenir du matériel;Hardware bekommen;Получение железа;हार्डवेयर प्राप्त करना;Lấy đồ cứng;ได้ฮาร์ดแวร์
TIME_TO_FARM!;耕种时间到！;Time to Farm!;耕作の時間！;농사 시간!;¡Hora de cultivar!;Temps de cultiver!;Landwirtschafts-Zeit!;Время фермерства!;खेती का समय!;Đến giờ trồng trọt!;ถึงเวลาเพาะปลูก!
BAKE_BREAD;烤面包;Bake Bread;パンを焼く;빵 굽기;Hornear pan;Cuire du pain;Brot backen;Испечь хлеб;रोटी बेक करें;Nướng bánh mì;อบขนมปัง
TIME_TO_STRIKE!;出击时间到！;Time to Strike!;攻撃の時間！;공격 시간!;¡Hora de atacar!;Temps de frapper!;Angriffs-Zeit!;Время атаки!;हमला करने का समय!;Đến giờ tấn công!;ถึงเวลาโจมตี!
MONSTER_HUNTER;怪物猎人;Monster Hunter;モンスターハンター;몬스터 헌터;Cazador de monstruos;Chasseur de monstres;Monsterjäger;Охотник на монстров;राक्षस शिकारी;Thợ săn quái vật;นักล่าสัตว์ประหลาด
SNIPER_DUEL;中门对狙;Sniper Duel;スナイパー対決;저격수 대결;Duelo de francotiradores;Duel de snipers;Scharfschützen-Duell;Снайперская дуэль;स्नाइपर द्वंद्वयुद्ध;Đấu súng bắn tỉa;ดวลสไนเปอร์
DIAMONDS!;钻石！;DIAMONDS!;ダイヤモンド！;다이아몬드！;¡DIAMANTES!;DIAMANTS !;DIAMANTEN!;АЛМАЗЫ!;हीरे!;KIM CƯƠNG!;เพชร!
IRON_BELLY;强大的胃;Iron Belly;鉄の胃;철의 배;Vientre de hierro;Ventre de fer;Eisenbauch;Железный живот;लोहे की तरह पेट;Dạ dày thép;ท้องเหล็ก
TAKING_INVENTORY_DESCRIPTION;按'E'键打开物品栏;Press 'E' to open your inventory;Eキーでインベントリを開く;E키로 인벤토리 열기;Presiona 'E' para abrir tu inventario;Appuyez sur 'E' pour ouvrir l'inventaire;Drücke 'E' um das Inventar zu öffnen;Нажмите 'E' чтобы открыть инвентарь;इन्वेंटरी खोलने के लिए 'E' दबाएं;Nhấn 'E' để mở kho đồ;กด 'E' เพื่อเปิดกระเป๋า
GETTING_WOOD_DESCRIPTION;捡起一个原木;Pick up a log;原木を拾う;통나무 주워서 획득;Recoge un tronco;Ramasser une bûche;Nimm einen Baumstamm auf;Поднимите бревно;एक लट्ठा उठाओ;Nhặt một khúc gỗ;เก็บท่อนไม้
BENCHMAKING_DESCRIPTION;使用4块木板制作一个工作台;Craft a workbench with 4 planks;4つの木材で作業台を作成;나무 판자 4개로 작업대 제작;Fabrica una mesa de trabajo con 4 tablones;Fabriquer un établi avec 4 planches;Baue eine Werkbank mit 4 Brettern;Сделайте верстак из 4 досок;4 तख्तों से कार्यक्षेत्र बनाएं;Chế tạo bàn chế tạo bằng 4 tấm ván;สร้างโต๊ะงานด้วยแผ่นไม้ 4 แผ่น
TIME_TO_MINE!_DESCRIPTION;制作一个镐子;Craft a pickaxe;ツルハシを作成;곡괭이 제작;Fabrica un pico;Fabriquer une pioche;Baue eine Spitzhacke;Сделайте кирку;कुदाल बनाएं;Chế tạo một cái cuốc chim;สร้างอีเต้อ
GETTING_AN_UPGRADE_DESCRIPTION;制作一个优于木制级别的镐子;Craft a pickaxe better than wooden pickaxe;木製より良いツルハシを作成;나무 곡괭이보다 좋은 곡괭이 제작;Fabrica un pico mejor que uno de madera;Fabriquer une pioche meilleure qu'en bois;Baue eine bessere Spitzhacke als aus Holz;Сделайте кирку лучше деревянной;लकड़ी की कुदाल से बेहतर कुदाल बनाएं;Chế tạo cuốc chim tốt hơn cuốc chim gỗ;สร้างอีเต้อที่ดีกว่าอีเต้อไม้
ACQUIRE_HARDWARE_DESCRIPTION;获得一个铁锭;Pick up an iron ingot;鉄インゴットを入手;철괴 획득;Consigue un lingote de hierro;Obtenir un lingot de fer;Hole einen Eisenbarren;Возьмите железный слиток;एक लोहे की ईंट उठाओ;Nhặt một thỏi sắt;ได้รับแท่งเหล็ก
TIME_TO_FARM!_DESCRIPTION;制作一个锄头;Craft a hoe;クワを作成;괭이 제작;Fabrica una azada;Fabriquer une houe;Baue eine Hacke;Сделайте мотыгу;कुदाल बनाएं;Chế tạo một cái cuốc;สร้างจอบ
BAKE_BREAD_DESCRIPTION;用小麦制作面包;Craft bread with wheat;小麦でパンを作成;밀로 빵 제작;Fabrica pan con trigo;Fabriquer du pain avec du blé;Stelle Brot mit Weizen her;Сделайте хлеб из пшеницы;गेहूं से रोटी बनाएं;Chế tạo bánh mì bằng lúa mì;ทำขนมปังด้วยข้าวสาลี
TIME_TO_STRIKE!_DESCRIPTION;制作一把剑;Craft a sword;剣を作成;검 제작;Fabrica una espada;Fabriquer une épée;Baue ein Schwert;Сделайте меч;तलवार बनाएं;Chế tạo một thanh kiếm;สร้างดาบ
MONSTER_HUNTER_DESCRIPTION;击杀一个敌对生物;Kill a hostile monster;敵対モブを倒す;적대적 몬스터 처치;Mata un monstruo hostil;Tuer un monstre hostile;Töte ein feindliches Monster;Убейте враждебного моба;एक शत्रुतापूर्ण राक्षस को मारो;Giết một quái vật thù địch;ฆ่าสัตว์ประหลาดที่เป็นศัตรู
SNIPER_DUEL_DESCRIPTION;从超过16格远的地方用弓箭杀死一个骷髅;Kill a skeleton with a bow from over 16 blocks;16ブロック以上離れて弓でスケルトンを倒す;16블록 이상 떨어진 곳에서 활로 스켈레톤 처치;Mata un esqueleto con un arco desde más de 16 bloques;Tuer un squelette avec un arc à plus de 16 blocs;Töte ein Skelett mit einem Bogen aus über 16 Blöcken Entfernung;Убейте скелета из лука с расстояния более 16 блоков;16 ब्लॉक से अधिक दूर से धनुष से कंकाल को मारो;Giết một bộ xương bằng cung từ khoảng cách hơn 16 khối;ฆ่าซอมบี้ด้วยธนูจากระยะเกิน 16 บล็อก
DIAMONDS!_DESCRIPTION;捡起一个钻石;Pick up a diamond;ダイヤモンドを入手;다이아몬드 획득;Recoge un diamante;Ramasser un diamant;Nimm einen Diamanten auf;Поднимите алмаз;एक हीरा उठाओ;Nhặt một viên kim cương;เก็บเพชร
IRON_BELLY_DESCRIPTION;在饥饿值为零时吃下一个腐肉;Eat rotten flesh with empty hunger value;空腹状態で腐った肉を食べる;허기치 0일 때 썩은 살점 먹기;Come carne podrida con la barra de hambre vacía;Manger de la chair putride avec une faim vide;Iss verfaultes Fleisch bei leerem Hungerwert;Съешьте гнилую плоть при нулевом уровне голода;खाली भूख पट्टी पर सड़ा हुआ मांस खाएं;Ăn thịt thối khi thanh đói trống;กินเนื้อเน่าเมื่อความหิวเป็นศูนย์
GOT_ACHIEVEMENT;获得了成就;got achievement;実績を獲得した;업적을 달성함;consiguió el logro;a obtenu le succès;hat Erfolg errungen;получил достижение;उपलब्धि प्राप्त की;đạt thành tựu;ได้รับความสำเร็จ
id;zh;en;jp;kr;es;fr;de;ru;hi;vn;th
